"Year
(Persian)","Month
(Persian)","Day
(Persian)","Hydrological year
(Persian)","Date
(Persian)","Date
(Gregorian callendar)","Year
(Gregorian)","Month
(Gregorian)","Day
(Gregorian)","Water Level
(m above sea level)"
1352,9,19,1352-53,1352/09/19,12/10/1973,1973,12,10,1276.06
1352,9,20,1352-53,1352/09/20,12/11/1973,1973,12,11,1276.05
1352,9,21,1352-53,1352/09/21,12/12/1973,1973,12,12,1276.06
1352,9,22,1352-53,1352/09/22,12/13/1973,1973,12,13,1276.05
1352,9,23,1352-53,1352/09/23,12/14/1973,1973,12,14,1276.06
1352,9,24,1352-53,1352/09/24,12/15/1973,1973,12,15,1276.05
1352,9,25,1352-53,1352/09/25,12/16/1973,1973,12,16,1276.05
1352,9,26,1352-53,1352/09/26,12/17/1973,1973,12,17,1276.06
1352,9,27,1352-53,1352/09/27,12/18/1973,1973,12,18,1276.05
1352,9,28,1352-53,1352/09/28,12/19/1973,1973,12,19,1276.06
1352,9,29,1352-53,1352/09/29,12/20/1973,1973,12,20,1276.05
1352,9,30,1352-53,1352/09/30,12/21/1973,1973,12,21,1276.05
1352,10,1,1352-53,1352/10/01,12/22/1973,1973,12,22,1276.05
1352,10,2,1352-53,1352/10/02,12/23/1973,1973,12,23,1276.05
1352,10,3,1352-53,1352/10/03,12/24/1973,1973,12,24,1276.05
1352,10,4,1352-53,1352/10/04,12/25/1973,1973,12,25,1276.06
1352,10,5,1352-53,1352/10/05,12/26/1973,1973,12,26,1276.06
1352,10,6,1352-53,1352/10/06,12/27/1973,1973,12,27,1276.05
1352,10,7,1352-53,1352/10/07,12/28/1973,1973,12,28,1276.05
1352,10,8,1352-53,1352/10/08,12/29/1973,1973,12,29,1276.06
1352,10,9,1352-53,1352/10/09,12/30/1973,1973,12,30,1276.05
1352,10,10,1352-53,1352/10/10,12/31/1973,1973,12,31,1276.05
1352,10,11,1352-53,1352/10/11,1/1/1974,1974,1,1,1276.04
1352,10,12,1352-53,1352/10/12,1/2/1974,1974,1,2,1276.04
1352,10,13,1352-53,1352/10/13,1/3/1974,1974,1,3,1276.04
1352,10,14,1352-53,1352/10/14,1/4/1974,1974,1,4,1276.04
1352,10,15,1352-53,1352/10/15,1/5/1974,1974,1,5,1276.06
1352,10,16,1352-53,1352/10/16,1/6/1974,1974,1,6,1276.05
1352,10,17,1352-53,1352/10/17,1/7/1974,1974,1,7,1276.05
1352,10,18,1352-53,1352/10/18,1/8/1974,1974,1,8,1276.06
1352,10,19,1352-53,1352/10/19,1/9/1974,1974,1,9,1276.06
1352,10,20,1352-53,1352/10/20,1/10/1974,1974,1,10,1276.05
1352,10,21,1352-53,1352/10/21,1/11/1974,1974,1,11,1276.06
1352,10,22,1352-53,1352/10/22,1/12/1974,1974,1,12,1276.06
1352,10,23,1352-53,1352/10/23,1/13/1974,1974,1,13,1276.06
1352,10,24,1352-53,1352/10/24,1/14/1974,1974,1,14,1276.07
1352,10,25,1352-53,1352/10/25,1/15/1974,1974,1,15,1276.08
1352,10,26,1352-53,1352/10/26,1/16/1974,1974,1,16,1276.08
1352,10,27,1352-53,1352/10/27,1/17/1974,1974,1,17,1276.08
1352,10,28,1352-53,1352/10/28,1/18/1974,1974,1,18,1276.08
1352,10,29,1352-53,1352/10/29,1/19/1974,1974,1,19,1276.09
1352,10,30,1352-53,1352/10/30,1/20/1974,1974,1,20,1276.09
1352,11,1,1352-53,1352/11/01,1/21/1974,1974,1,21,1276.09
1352,11,2,1352-53,1352/11/02,1/22/1974,1974,1,22,1276.1
1352,11,3,1352-53,1352/11/03,1/23/1974,1974,1,23,1276.1
1352,11,4,1352-53,1352/11/04,1/24/1974,1974,1,24,1276.08
1352,11,5,1352-53,1352/11/05,1/25/1974,1974,1,25,1276.09
1352,11,6,1352-53,1352/11/06,1/26/1974,1974,1,26,1276.09
1352,11,7,1352-53,1352/11/07,1/27/1974,1974,1,27,1276.09
1352,11,8,1352-53,1352/11/08,1/28/1974,1974,1,28,1276.09
1352,11,9,1352-53,1352/11/09,1/29/1974,1974,1,29,1276.08
1352,11,10,1352-53,1352/11/10,1/30/1974,1974,1,30,1276.09
1352,11,11,1352-53,1352/11/11,1/31/1974,1974,1,31,1276.09
1352,11,12,1352-53,1352/11/12,2/1/1974,1974,2,1,1276.09
1352,11,13,1352-53,1352/11/13,2/2/1974,1974,2,2,1276.09
1352,11,14,1352-53,1352/11/14,2/3/1974,1974,2,3,1276.1
1352,11,15,1352-53,1352/11/15,2/4/1974,1974,2,4,1276.1
1352,11,16,1352-53,1352/11/16,2/5/1974,1974,2,5,1276.09
1352,11,17,1352-53,1352/11/17,2/6/1974,1974,2,6,1276.09
1352,11,18,1352-53,1352/11/18,2/7/1974,1974,2,7,1276.09
1352,11,19,1352-53,1352/11/19,2/8/1974,1974,2,8,1276.09
1352,11,20,1352-53,1352/11/20,2/9/1974,1974,2,9,1276.09
1352,11,21,1352-53,1352/11/21,2/10/1974,1974,2,10,1276.09
1352,11,22,1352-53,1352/11/22,2/11/1974,1974,2,11,1276.09
1352,11,23,1352-53,1352/11/23,2/12/1974,1974,2,12,1276.09
1352,11,24,1352-53,1352/11/24,2/13/1974,1974,2,13,1276.09
1352,11,25,1352-53,1352/11/25,2/14/1974,1974,2,14,1276.09
1352,11,26,1352-53,1352/11/26,2/15/1974,1974,2,15,1276.09
1352,11,27,1352-53,1352/11/27,2/16/1974,1974,2,16,1276.09
1352,11,28,1352-53,1352/11/28,2/17/1974,1974,2,17,1276.09
1352,11,29,1352-53,1352/11/29,2/18/1974,1974,2,18,1276.1
1352,11,30,1352-53,1352/11/30,2/19/1974,1974,2,19,1276.11
1352,12,1,1352-53,1352/12/01,2/20/1974,1974,2,20,1276.11
1352,12,2,1352-53,1352/12/02,2/21/1974,1974,2,21,1276.11
1352,12,3,1352-53,1352/12/03,2/22/1974,1974,2,22,1276.11
1352,12,4,1352-53,1352/12/04,2/23/1974,1974,2,23,1276.11
1352,12,5,1352-53,1352/12/05,2/24/1974,1974,2,24,1276.11
1352,12,6,1352-53,1352/12/06,2/25/1974,1974,2,25,1276.11
1352,12,7,1352-53,1352/12/07,2/26/1974,1974,2,26,1276.12
1352,12,8,1352-53,1352/12/08,2/27/1974,1974,2,27,1276.12
1352,12,9,1352-53,1352/12/09,2/28/1974,1974,2,28,1276.12
1352,12,10,1352-53,1352/12/10,3/1/1974,1974,3,1,1276.14
1352,12,11,1352-53,1352/12/11,3/2/1974,1974,3,2,1276.14
1352,12,12,1352-53,1352/12/12,3/3/1974,1974,3,3,1276.14
1352,12,13,1352-53,1352/12/13,3/4/1974,1974,3,4,1276.14
1352,12,14,1352-53,1352/12/14,3/5/1974,1974,3,5,1276.14
1352,12,15,1352-53,1352/12/15,3/6/1974,1974,3,6,1276.15
1352,12,16,1352-53,1352/12/16,3/7/1974,1974,3,7,1276.16
1352,12,17,1352-53,1352/12/17,3/8/1974,1974,3,8,1276.16
1352,12,18,1352-53,1352/12/18,3/9/1974,1974,3,9,1276.16
1352,12,19,1352-53,1352/12/19,3/10/1974,1974,3,10,1276.16
1352,12,20,1352-53,1352/12/20,3/11/1974,1974,3,11,1276.16
1352,12,21,1352-53,1352/12/21,3/12/1974,1974,3,12,1276.17
1352,12,22,1352-53,1352/12/22,3/13/1974,1974,3,13,1276.16
1352,12,23,1352-53,1352/12/23,3/14/1974,1974,3,14,1276.16
1352,12,24,1352-53,1352/12/24,3/15/1974,1974,3,15,1276.16
1352,12,25,1352-53,1352/12/25,3/16/1974,1974,3,16,1276.16
1352,12,26,1352-53,1352/12/26,3/17/1974,1974,3,17,1276.2
1352,12,27,1352-53,1352/12/27,3/18/1974,1974,3,18,1276.22
1352,12,28,1352-53,1352/12/28,3/19/1974,1974,3,19,1276.25
1352,12,29,1352-53,1352/12/29,3/20/1974,1974,3,20,1276.2
1353,1,1,1352-53,1353/01/01,3/21/1974,1974,3,21,1276.32
1353,1,2,1352-53,1353/01/02,3/22/1974,1974,3,22,1276.35
1353,1,3,1352-53,1353/01/03,3/23/1974,1974,3,23,1276.38
1353,1,4,1352-53,1353/01/04,3/24/1974,1974,3,24,1276.4
1353,1,5,1352-53,1353/01/05,3/25/1974,1974,3,25,1276.45
1353,1,6,1352-53,1353/01/06,3/26/1974,1974,3,26,1276.47
1353,1,7,1352-53,1353/01/07,3/27/1974,1974,3,27,1276.49
1353,1,8,1352-53,1353/01/08,3/28/1974,1974,3,28,1276.5
1353,1,9,1352-53,1353/01/09,3/29/1974,1974,3,29,1276.52
1353,1,10,1352-53,1353/01/10,3/30/1974,1974,3,30,1276.54
1353,1,11,1352-53,1353/01/11,3/31/1974,1974,3,31,1276.58
1353,1,12,1352-53,1353/01/12,4/1/1974,1974,4,1,1276.61
1353,1,13,1352-53,1353/01/13,4/2/1974,1974,4,2,1276.63
1353,1,14,1352-53,1353/01/14,4/3/1974,1974,4,3,1276.64
1353,1,15,1352-53,1353/01/15,4/4/1974,1974,4,4,1276.66
1353,1,16,1352-53,1353/01/16,4/5/1974,1974,4,5,1276.68
1353,1,17,1352-53,1353/01/17,4/6/1974,1974,4,6,1276.68
1353,1,18,1352-53,1353/01/18,4/7/1974,1974,4,7,1276.72
1353,1,19,1352-53,1353/01/19,4/8/1974,1974,4,8,1276.74
1353,1,20,1352-53,1353/01/20,4/9/1974,1974,4,9,1276.71
1353,1,21,1352-53,1353/01/21,4/10/1974,1974,4,10,1276.77
1353,1,22,1352-53,1353/01/22,4/11/1974,1974,4,11,1276.79
1353,1,23,1352-53,1353/01/23,4/12/1974,1974,4,12,1276.78
1353,1,24,1352-53,1353/01/24,4/13/1974,1974,4,13,1276.81
1353,1,25,1352-53,1353/01/25,4/14/1974,1974,4,14,1276.82
1353,1,26,1352-53,1353/01/26,4/15/1974,1974,4,15,1276.83
1353,1,27,1352-53,1353/01/27,4/16/1974,1974,4,16,1276.84
1353,1,28,1352-53,1353/01/28,4/17/1974,1974,4,17,1276.85
1353,1,29,1352-53,1353/01/29,4/18/1974,1974,4,18,1276.86
1353,1,30,1352-53,1353/01/30,4/19/1974,1974,4,19,1276.87
1353,1,31,1352-53,1353/01/31,4/20/1974,1974,4,20,1276.86
1353,2,1,1352-53,1353/02/01,4/21/1974,1974,4,21,1276.88
1353,2,2,1352-53,1353/02/02,4/22/1974,1974,4,22,1276.88
1353,2,3,1352-53,1353/02/03,4/23/1974,1974,4,23,1276.89
1353,2,4,1352-53,1353/02/04,4/24/1974,1974,4,24,1276.9
1353,2,5,1352-53,1353/02/05,4/25/1974,1974,4,25,1276.92
1353,2,6,1352-53,1353/02/06,4/26/1974,1974,4,26,1276.94
1353,2,7,1352-53,1353/02/07,4/27/1974,1974,4,27,1276.94
1353,2,8,1352-53,1353/02/08,4/28/1974,1974,4,28,1276.95
1353,2,9,1352-53,1353/02/09,4/29/1974,1974,4,29,1276.96
1353,2,10,1352-53,1353/02/10,4/30/1974,1974,4,30,1276.98
1353,2,11,1352-53,1353/02/11,5/1/1974,1974,5,1,1276.99
1353,2,12,1352-53,1353/02/12,5/2/1974,1974,5,2,1277
1353,2,13,1352-53,1353/02/13,5/3/1974,1974,5,3,1277
1353,2,14,1352-53,1353/02/14,5/4/1974,1974,5,4,1277.02
1353,2,15,1352-53,1353/02/15,5/5/1974,1974,5,5,1277.03
1353,2,16,1352-53,1353/02/16,5/6/1974,1974,5,6,1277.04
1353,2,17,1352-53,1353/02/17,5/7/1974,1974,5,7,1277.04
1353,2,18,1352-53,1353/02/18,5/8/1974,1974,5,8,1277.04
1353,2,19,1352-53,1353/02/19,5/9/1974,1974,5,9,1277.04
1353,2,20,1352-53,1353/02/20,5/10/1974,1974,5,10,1277.04
1353,2,21,1352-53,1353/02/21,5/11/1974,1974,5,11,1277.05
1353,2,22,1352-53,1353/02/22,5/12/1974,1974,5,12,1277.06
1353,2,23,1352-53,1353/02/23,5/13/1974,1974,5,13,1277.06
1353,2,24,1352-53,1353/02/24,5/14/1974,1974,5,14,1277.06
1353,2,25,1352-53,1353/02/25,5/15/1974,1974,5,15,1277.05
1353,2,26,1352-53,1353/02/26,5/16/1974,1974,5,16,1277.06
1353,2,27,1352-53,1353/02/27,5/17/1974,1974,5,17,1277.06
1353,2,28,1352-53,1353/02/28,5/18/1974,1974,5,18,1277.06
1353,2,29,1352-53,1353/02/29,5/19/1974,1974,5,19,1277.05
1353,2,30,1352-53,1353/02/30,5/20/1974,1974,5,20,1277.06
1353,2,31,1352-53,1353/02/31,5/21/1974,1974,5,21,1277.06
1353,3,1,1352-53,1353/03/01,5/22/1974,1974,5,22,1277.06
1353,3,2,1352-53,1353/03/02,5/23/1974,1974,5,23,1277.04
1353,3,3,1352-53,1353/03/03,5/24/1974,1974,5,24,1277.05
1353,3,4,1352-53,1353/03/04,5/25/1974,1974,5,25,1277.06
1353,3,5,1352-53,1353/03/05,5/26/1974,1974,5,26,1277.05
1353,3,6,1352-53,1353/03/06,5/27/1974,1974,5,27,1277.04
1353,3,7,1352-53,1353/03/07,5/28/1974,1974,5,28,1277.05
1353,3,8,1352-53,1353/03/08,5/29/1974,1974,5,29,1277.04
1353,3,9,1352-53,1353/03/09,5/30/1974,1974,5,30,1277.03
1353,3,10,1352-53,1353/03/10,5/31/1974,1974,5,31,1277.03
1353,3,11,1352-53,1353/03/11,6/1/1974,1974,6,1,1277.04
1353,3,12,1352-53,1353/03/12,6/2/1974,1974,6,2,1277.06
1353,3,13,1352-53,1353/03/13,6/3/1974,1974,6,3,1277.06
1353,3,14,1352-53,1353/03/14,6/4/1974,1974,6,4,1277.05
1353,3,15,1352-53,1353/03/15,6/5/1974,1974,6,5,1277.04
1353,3,16,1352-53,1353/03/16,6/6/1974,1974,6,6,1277.03
1353,3,17,1352-53,1353/03/17,6/7/1974,1974,6,7,1277.02
1353,3,18,1352-53,1353/03/18,6/8/1974,1974,6,8,1277.01
1353,3,19,1352-53,1353/03/19,6/9/1974,1974,6,9,1277.01
1353,3,20,1352-53,1353/03/20,6/10/1974,1974,6,10,1277.01
1353,3,21,1352-53,1353/03/21,6/11/1974,1974,6,11,1277
1353,3,22,1352-53,1353/03/22,6/12/1974,1974,6,12,1277
1353,3,23,1352-53,1353/03/23,6/13/1974,1974,6,13,1277
1353,3,24,1352-53,1353/03/24,6/14/1974,1974,6,14,1277
1353,3,25,1352-53,1353/03/25,6/15/1974,1974,6,15,1277
1353,3,26,1352-53,1353/03/26,6/16/1974,1974,6,16,1277
1353,3,27,1352-53,1353/03/27,6/17/1974,1974,6,17,1277
1353,3,28,1352-53,1353/03/28,6/18/1974,1974,6,18,1276.99
1353,3,29,1352-53,1353/03/29,6/19/1974,1974,6,19,1276.98
1353,3,30,1352-53,1353/03/30,6/20/1974,1974,6,20,1276.98
1353,3,31,1352-53,1353/03/31,6/21/1974,1974,6,21,1276.97
1353,4,1,1352-53,1353/04/01,6/22/1974,1974,6,22,1276.96
1353,4,2,1352-53,1353/04/02,6/23/1974,1974,6,23,1276.96
1353,4,3,1352-53,1353/04/03,6/24/1974,1974,6,24,1276.96
1353,4,4,1352-53,1353/04/04,6/25/1974,1974,6,25,1276.96
1353,4,5,1352-53,1353/04/05,6/26/1974,1974,6,26,1276.96
1353,4,6,1352-53,1353/04/06,6/27/1974,1974,6,27,1276.95
1353,4,7,1352-53,1353/04/07,6/28/1974,1974,6,28,1276.94
1353,4,8,1352-53,1353/04/08,6/29/1974,1974,6,29,1276.93
1353,4,9,1352-53,1353/04/09,6/30/1974,1974,6,30,1276.92
1353,4,10,1352-53,1353/04/10,7/1/1974,1974,7,1,1276.91
1353,4,11,1352-53,1353/04/11,7/2/1974,1974,7,2,1276.91
1353,4,12,1352-53,1353/04/12,7/3/1974,1974,7,3,1276.9
1353,4,13,1352-53,1353/04/13,7/4/1974,1974,7,4,1276.9
1353,4,14,1352-53,1353/04/14,7/5/1974,1974,7,5,1276.89
1353,4,15,1352-53,1353/04/15,7/6/1974,1974,7,6,1276.88
1353,4,16,1352-53,1353/04/16,7/7/1974,1974,7,7,1276.88
1353,4,17,1352-53,1353/04/17,7/8/1974,1974,7,8,1276.86
1353,4,18,1352-53,1353/04/18,7/9/1974,1974,7,9,1276.86
1353,4,19,1352-53,1353/04/19,7/10/1974,1974,7,10,1276.86
1353,4,20,1352-53,1353/04/20,7/11/1974,1974,7,11,1276.86
1353,4,21,1352-53,1353/04/21,7/12/1974,1974,7,12,1276.85
1353,4,22,1352-53,1353/04/22,7/13/1974,1974,7,13,1276.85
1353,4,23,1352-53,1353/04/23,7/14/1974,1974,7,14,1276.84
1353,4,24,1352-53,1353/04/24,7/15/1974,1974,7,15,1276.84
1353,4,25,1352-53,1353/04/25,7/16/1974,1974,7,16,1276.83
1353,4,26,1352-53,1353/04/26,7/17/1974,1974,7,17,1276.83
1353,4,27,1352-53,1353/04/27,7/18/1974,1974,7,18,1276.82
1353,4,28,1352-53,1353/04/28,7/19/1974,1974,7,19,1276.82
1353,4,29,1352-53,1353/04/29,7/20/1974,1974,7,20,1276.81
1353,4,30,1352-53,1353/04/30,7/21/1974,1974,7,21,1276.8
1353,4,31,1352-53,1353/04/31,7/22/1974,1974,7,22,1276.8
1353,5,1,1352-53,1353/05/01,7/23/1974,1974,7,23,1276.8
1353,5,2,1352-53,1353/05/02,7/24/1974,1974,7,24,1276.79
1353,5,3,1352-53,1353/05/03,7/25/1974,1974,7,25,1276.79
1353,5,4,1352-53,1353/05/04,7/26/1974,1974,7,26,1276.78
1353,5,5,1352-53,1353/05/05,7/27/1974,1974,7,27,1276.78
1353,5,6,1352-53,1353/05/06,7/28/1974,1974,7,28,1276.78
1353,5,7,1352-53,1353/05/07,7/29/1974,1974,7,29,1276.77
1353,5,8,1352-53,1353/05/08,7/30/1974,1974,7,30,1276.77
1353,5,9,1352-53,1353/05/09,7/31/1974,1974,7,31,1276.76
1353,5,10,1352-53,1353/05/10,8/1/1974,1974,8,1,1276.76
1353,5,11,1352-53,1353/05/11,8/2/1974,1974,8,2,1276.75
1353,5,12,1352-53,1353/05/12,8/3/1974,1974,8,3,1276.74
1353,5,13,1352-53,1353/05/13,8/4/1974,1974,8,4,1276.73
1353,5,14,1352-53,1353/05/14,8/5/1974,1974,8,5,1276.73
1353,5,15,1352-53,1353/05/15,8/6/1974,1974,8,6,1276.72
1353,5,16,1352-53,1353/05/16,8/7/1974,1974,8,7,1276.72
1353,5,17,1352-53,1353/05/17,8/8/1974,1974,8,8,1276.72
1353,5,18,1352-53,1353/05/18,8/9/1974,1974,8,9,1276.72
1353,5,19,1352-53,1353/05/19,8/10/1974,1974,8,10,1276.72
1353,5,20,1352-53,1353/05/20,8/11/1974,1974,8,11,1276.72
1353,5,21,1352-53,1353/05/21,8/12/1974,1974,8,12,1276.71
1353,5,22,1352-53,1353/05/22,8/13/1974,1974,8,13,1276.7
1353,5,23,1352-53,1353/05/23,8/14/1974,1974,8,14,1276.69
1353,5,24,1352-53,1353/05/24,8/15/1974,1974,8,15,1276.69
1353,5,25,1352-53,1353/05/25,8/16/1974,1974,8,16,1276.68
1353,5,26,1352-53,1353/05/26,8/17/1974,1974,8,17,1276.68
1353,5,27,1352-53,1353/05/27,8/18/1974,1974,8,18,1276.67
1353,5,28,1352-53,1353/05/28,8/19/1974,1974,8,19,1276.67
1353,5,29,1352-53,1353/05/29,8/20/1974,1974,8,20,1276.66
1353,5,30,1352-53,1353/05/30,8/21/1974,1974,8,21,1276.65
1353,5,31,1352-53,1353/05/31,8/22/1974,1974,8,22,1276.64
1353,6,1,1352-53,1353/06/01,8/23/1974,1974,8,23,1276.63
1353,6,2,1352-53,1353/06/02,8/24/1974,1974,8,24,1276.62
1353,6,3,1352-53,1353/06/03,8/25/1974,1974,8,25,1276.61
1353,6,4,1352-53,1353/06/04,8/26/1974,1974,8,26,1276.61
1353,6,5,1352-53,1353/06/05,8/27/1974,1974,8,27,1276.6
1353,6,6,1352-53,1353/06/06,8/28/1974,1974,8,28,1276.6
1353,6,7,1352-53,1353/06/07,8/29/1974,1974,8,29,1276.59
1353,6,8,1352-53,1353/06/08,8/30/1974,1974,8,30,1276.58
1353,6,9,1352-53,1353/06/09,8/31/1974,1974,8,31,1276.58
1353,6,10,1352-53,1353/06/10,9/1/1974,1974,9,1,1276.57
1353,6,11,1352-53,1353/06/11,9/2/1974,1974,9,2,1276.56
1353,6,12,1352-53,1353/06/12,9/3/1974,1974,9,3,1276.55
1353,6,13,1352-53,1353/06/13,9/4/1974,1974,9,4,1276.54
1353,6,14,1352-53,1353/06/14,9/5/1974,1974,9,5,1276.53
1353,6,15,1352-53,1353/06/15,9/6/1974,1974,9,6,1276.52
1353,6,16,1352-53,1353/06/16,9/7/1974,1974,9,7,1276.51
1353,6,17,1352-53,1353/06/17,9/8/1974,1974,9,8,1276.51
1353,6,18,1352-53,1353/06/18,9/9/1974,1974,9,9,1276.52
1353,6,19,1352-53,1353/06/19,9/10/1974,1974,9,10,1276.52
1353,6,20,1352-53,1353/06/20,9/11/1974,1974,9,11,1276.52
1353,6,21,1352-53,1353/06/21,9/12/1974,1974,9,12,1276.53
1353,6,22,1352-53,1353/06/22,9/13/1974,1974,9,13,1276.53
1353,6,23,1352-53,1353/06/23,9/14/1974,1974,9,14,1276.53
1353,6,24,1352-53,1353/06/24,9/15/1974,1974,9,15,1276.53
1353,6,25,1352-53,1353/06/25,9/16/1974,1974,9,16,1276.52
1353,6,26,1352-53,1353/06/26,9/17/1974,1974,9,17,1276.52
1353,6,27,1352-53,1353/06/27,9/18/1974,1974,9,18,1276.52
1353,6,28,1352-53,1353/06/28,9/19/1974,1974,9,19,1276.53
1353,6,29,1352-53,1353/06/29,9/20/1974,1974,9,20,1276.54
1353,6,30,1352-53,1353/06/30,9/21/1974,1974,9,21,1276.54
1353,6,31,1352-53,1353/06/31,9/22/1974,1974,9,22,1276.53
1353,7,1,1353-54,1353/07/01,9/23/1974,1974,9,23,1276.53
1353,7,2,1353-54,1353/07/02,9/24/1974,1974,9,24,1276.53
1353,7,3,1353-54,1353/07/03,9/25/1974,1974,9,25,1276.53
1353,7,4,1353-54,1353/07/04,9/26/1974,1974,9,26,1276.52
1353,7,5,1353-54,1353/07/05,9/27/1974,1974,9,27,1276.5
1353,7,6,1353-54,1353/07/06,9/28/1974,1974,9,28,1276.5
1353,7,7,1353-54,1353/07/07,9/29/1974,1974,9,29,1276.5
1353,7,8,1353-54,1353/07/08,9/30/1974,1974,9,30,1276.49
1353,7,9,1353-54,1353/07/09,10/1/1974,1974,10,1,1276.49
1353,7,10,1353-54,1353/07/10,10/2/1974,1974,10,2,1276.48
1353,7,11,1353-54,1353/07/11,10/3/1974,1974,10,3,1276.47
1353,7,12,1353-54,1353/07/12,10/4/1974,1974,10,4,1276.46
1353,7,13,1353-54,1353/07/13,10/5/1974,1974,10,5,1276.46
1353,7,14,1353-54,1353/07/14,10/6/1974,1974,10,6,1276.45
1353,7,15,1353-54,1353/07/15,10/7/1974,1974,10,7,1276.44
1353,7,16,1353-54,1353/07/16,10/8/1974,1974,10,8,1276.44
1353,7,17,1353-54,1353/07/17,10/9/1974,1974,10,9,1276.43
1353,7,18,1353-54,1353/07/18,10/10/1974,1974,10,10,1276.43
1353,7,19,1353-54,1353/07/19,10/11/1974,1974,10,11,1276.43
1353,7,20,1353-54,1353/07/20,10/12/1974,1974,10,12,1276.43
1353,7,21,1353-54,1353/07/21,10/13/1974,1974,10,13,1276.43
1353,7,22,1353-54,1353/07/22,10/14/1974,1974,10,14,1276.42
1353,7,23,1353-54,1353/07/23,10/15/1974,1974,10,15,1276.42
1353,7,24,1353-54,1353/07/24,10/16/1974,1974,10,16,1276.42
1353,7,25,1353-54,1353/07/25,10/17/1974,1974,10,17,1276.42
1353,7,26,1353-54,1353/07/26,10/18/1974,1974,10,18,1276.41
1353,7,27,1353-54,1353/07/27,10/19/1974,1974,10,19,1276.41
1353,7,28,1353-54,1353/07/28,10/20/1974,1974,10,20,1276.4
1353,7,29,1353-54,1353/07/29,10/21/1974,1974,10,21,1276.4
1353,7,30,1353-54,1353/07/30,10/22/1974,1974,10,22,1276.4
1353,8,1,1353-54,1353/08/01,10/23/1974,1974,10,23,1276.4
1353,8,2,1353-54,1353/08/02,10/24/1974,1974,10,24,1276.4
1353,8,3,1353-54,1353/08/03,10/25/1974,1974,10,25,1276.4
1353,8,4,1353-54,1353/08/04,10/26/1974,1974,10,26,1276.4
1353,8,5,1353-54,1353/08/05,10/27/1974,1974,10,27,1276.4
1353,8,6,1353-54,1353/08/06,10/28/1974,1974,10,28,1276.39
1353,8,7,1353-54,1353/08/07,10/29/1974,1974,10,29,1276.39
1353,8,8,1353-54,1353/08/08,10/30/1974,1974,10,30,1276.39
1353,8,9,1353-54,1353/08/09,10/31/1974,1974,10,31,1276.38
1353,8,10,1353-54,1353/08/10,11/1/1974,1974,11,1,1276.38
1353,8,11,1353-54,1353/08/11,11/2/1974,1974,11,2,1276.38
1353,8,12,1353-54,1353/08/12,11/3/1974,1974,11,3,1276.37
1353,8,13,1353-54,1353/08/13,11/4/1974,1974,11,4,1276.37
1353,8,14,1353-54,1353/08/14,11/5/1974,1974,11,5,1276.36
1353,8,15,1353-54,1353/08/15,11/6/1974,1974,11,6,1276.36
1353,8,16,1353-54,1353/08/16,11/7/1974,1974,11,7,1276.36
1353,8,17,1353-54,1353/08/17,11/8/1974,1974,11,8,1276.35
1353,8,18,1353-54,1353/08/18,11/9/1974,1974,11,9,1276.35
1353,8,19,1353-54,1353/08/19,11/10/1974,1974,11,10,1276.34
1353,8,20,1353-54,1353/08/20,11/11/1974,1974,11,11,1276.34
1353,8,21,1353-54,1353/08/21,11/12/1974,1974,11,12,1276.33
1353,8,22,1353-54,1353/08/22,11/13/1974,1974,11,13,1276.33
1353,8,23,1353-54,1353/08/23,11/14/1974,1974,11,14,1276.33
1353,8,24,1353-54,1353/08/24,11/15/1974,1974,11,15,1276.33
1353,8,25,1353-54,1353/08/25,11/16/1974,1974,11,16,1276.32
1353,8,26,1353-54,1353/08/26,11/17/1974,1974,11,17,1276.32
1353,8,27,1353-54,1353/08/27,11/18/1974,1974,11,18,1276.33
1353,8,28,1353-54,1353/08/28,11/19/1974,1974,11,19,1276.33
1353,8,29,1353-54,1353/08/29,11/20/1974,1974,11,20,1276.33
1353,8,30,1353-54,1353/08/30,11/21/1974,1974,11,21,1276.33
1353,9,1,1353-54,1353/09/01,11/22/1974,1974,11,22,1276.34
1353,9,2,1353-54,1353/09/02,11/23/1974,1974,11,23,1276.35
1353,9,3,1353-54,1353/09/03,11/24/1974,1974,11,24,1276.36
1353,9,4,1353-54,1353/09/04,11/25/1974,1974,11,25,1276.37
1353,9,5,1353-54,1353/09/05,11/26/1974,1974,11,26,1276.38
1353,9,6,1353-54,1353/09/06,11/27/1974,1974,11,27,1276.38
1353,9,7,1353-54,1353/09/07,11/28/1974,1974,11,28,1276.38
1353,9,8,1353-54,1353/09/08,11/29/1974,1974,11,29,1276.39
1353,9,9,1353-54,1353/09/09,11/30/1974,1974,11,30,1276.39
1353,9,10,1353-54,1353/09/10,12/1/1974,1974,12,1,1276.38
1353,9,11,1353-54,1353/09/11,12/2/1974,1974,12,2,1276.37
1353,9,12,1353-54,1353/09/12,12/3/1974,1974,12,3,1276.36
1353,9,13,1353-54,1353/09/13,12/4/1974,1974,12,4,1276.37
1353,9,14,1353-54,1353/09/14,12/5/1974,1974,12,5,1276.37
1353,9,15,1353-54,1353/09/15,12/6/1974,1974,12,6,1276.38
1353,9,16,1353-54,1353/09/16,12/7/1974,1974,12,7,1276.38
1353,9,17,1353-54,1353/09/17,12/8/1974,1974,12,8,1276.38
1353,9,18,1353-54,1353/09/18,12/9/1974,1974,12,9,1276.38
