"Year
(Persian)","Month
(Persian)","Day
(Persian)","Hydrological year
(Persian)","Date
(Persian)","Date
(Gregorian callendar)","Year
(Gregorian)","Month
(Gregorian)","Day
(Gregorian)","Water Level
(m above sea level)"
1374,6,22,1373-74,1374/06/22,9/13/1995,1995,9,13,1277.92
1374,6,23,1373-74,1374/06/23,9/14/1995,1995,9,14,1277.91
1374,6,24,1373-74,1374/06/24,9/15/1995,1995,9,15,1277.9
1374,6,25,1373-74,1374/06/25,9/16/1995,1995,9,16,1277.9
1374,6,26,1373-74,1374/06/26,9/17/1995,1995,9,17,1277.89
1374,6,27,1373-74,1374/06/27,9/18/1995,1995,9,18,1277.88
1374,6,28,1373-74,1374/06/28,9/19/1995,1995,9,19,1277.87
1374,6,29,1373-74,1374/06/29,9/20/1995,1995,9,20,1277.87
1374,6,30,1373-74,1374/06/30,9/21/1995,1995,9,21,1277.86
1374,6,31,1373-74,1374/06/31,9/22/1995,1995,9,22,1277.85
1374,7,1,1374-75,1374/07/01,9/23/1995,1995,9,23,1277.85
1374,7,2,1374-75,1374/07/02,9/24/1995,1995,9,24,1277.84
1374,7,3,1374-75,1374/07/03,9/25/1995,1995,9,25,1277.83
1374,7,4,1374-75,1374/07/04,9/26/1995,1995,9,26,1277.83
1374,7,5,1374-75,1374/07/05,9/27/1995,1995,9,27,1277.82
1374,7,6,1374-75,1374/07/06,9/28/1995,1995,9,28,1277.81
1374,7,7,1374-75,1374/07/07,9/29/1995,1995,9,29,1277.81
1374,7,8,1374-75,1374/07/08,9/30/1995,1995,9,30,1277.8
1374,7,9,1374-75,1374/07/09,10/1/1995,1995,10,1,1277.79
1374,7,10,1374-75,1374/07/10,10/2/1995,1995,10,2,1277.78
1374,7,11,1374-75,1374/07/11,10/3/1995,1995,10,3,1277.78
1374,7,12,1374-75,1374/07/12,10/4/1995,1995,10,4,1277.73
1374,7,13,1374-75,1374/07/13,10/5/1995,1995,10,5,1277.73
1374,7,14,1374-75,1374/07/14,10/6/1995,1995,10,6,1277.71
1374,7,15,1374-75,1374/07/15,10/7/1995,1995,10,7,1277.71
1374,7,16,1374-75,1374/07/16,10/8/1995,1995,10,8,1277.71
1374,7,17,1374-75,1374/07/17,10/9/1995,1995,10,9,1277.71
1374,7,18,1374-75,1374/07/18,10/10/1995,1995,10,10,1277.72
1374,7,19,1374-75,1374/07/19,10/11/1995,1995,10,11,1277.73
1374,7,20,1374-75,1374/07/20,10/12/1995,1995,10,12,1277.75
1374,7,21,1374-75,1374/07/21,10/13/1995,1995,10,13,1277.77
1374,7,22,1374-75,1374/07/22,10/14/1995,1995,10,14,1277.77
1374,7,23,1374-75,1374/07/23,10/15/1995,1995,10,15,1277.77
1374,7,24,1374-75,1374/07/24,10/16/1995,1995,10,16,1277.77
1374,7,25,1374-75,1374/07/25,10/17/1995,1995,10,17,1277.78
1374,7,26,1374-75,1374/07/26,10/18/1995,1995,10,18,1277.78
1374,7,27,1374-75,1374/07/27,10/19/1995,1995,10,19,1277.79
1374,7,28,1374-75,1374/07/28,10/20/1995,1995,10,20,1277.79
1374,7,29,1374-75,1374/07/29,10/21/1995,1995,10,21,1277.79
1374,7,30,1374-75,1374/07/30,10/22/1995,1995,10,22,1277.79
1374,8,1,1374-75,1374/08/01,10/23/1995,1995,10,23,1277.75
1374,8,2,1374-75,1374/08/02,10/24/1995,1995,10,24,1277.75
1374,8,3,1374-75,1374/08/03,10/25/1995,1995,10,25,1277.75
1374,8,4,1374-75,1374/08/04,10/26/1995,1995,10,26,1277.75
1374,8,5,1374-75,1374/08/05,10/27/1995,1995,10,27,1277.75
1374,8,6,1374-75,1374/08/06,10/28/1995,1995,10,28,1277.75
1374,8,7,1374-75,1374/08/07,10/29/1995,1995,10,29,1277.75
1374,8,8,1374-75,1374/08/08,10/30/1995,1995,10,30,1277.75
1374,8,9,1374-75,1374/08/09,10/31/1995,1995,10,31,1277.75
1374,8,10,1374-75,1374/08/10,11/1/1995,1995,11,1,1277.75
1374,8,11,1374-75,1374/08/11,11/2/1995,1995,11,2,1277.73
1374,8,12,1374-75,1374/08/12,11/3/1995,1995,11,3,1277.73
1374,8,13,1374-75,1374/08/13,11/4/1995,1995,11,4,1277.73
1374,8,14,1374-75,1374/08/14,11/5/1995,1995,11,5,1277.73
1374,8,15,1374-75,1374/08/15,11/6/1995,1995,11,6,1277.73
1374,8,16,1374-75,1374/08/16,11/7/1995,1995,11,7,1277.73
1374,8,17,1374-75,1374/08/17,11/8/1995,1995,11,8,1277.73
1374,8,18,1374-75,1374/08/18,11/9/1995,1995,11,9,1277.73
1374,8,19,1374-75,1374/08/19,11/10/1995,1995,11,10,1277.73
1374,8,20,1374-75,1374/08/20,11/11/1995,1995,11,11,1277.73
1374,8,21,1374-75,1374/08/21,11/12/1995,1995,11,12,1277.73
1374,8,22,1374-75,1374/08/22,11/13/1995,1995,11,13,1277.72
1374,8,23,1374-75,1374/08/23,11/14/1995,1995,11,14,1277.82
1374,8,24,1374-75,1374/08/24,11/15/1995,1995,11,15,1277.71
1374,8,25,1374-75,1374/08/25,11/16/1995,1995,11,16,1277.71
1374,8,26,1374-75,1374/08/26,11/17/1995,1995,11,17,1277.71
1374,8,27,1374-75,1374/08/27,11/18/1995,1995,11,18,1277.71
1374,8,28,1374-75,1374/08/28,11/19/1995,1995,11,19,1277.71
1374,8,29,1374-75,1374/08/29,11/20/1995,1995,11,20,1277.71
1374,8,30,1374-75,1374/08/30,11/21/1995,1995,11,21,1277.71
1374,9,1,1374-75,1374/09/01,11/22/1995,1995,11,22,1277.71
1374,9,2,1374-75,1374/09/02,11/23/1995,1995,11,23,1277.71
1374,9,3,1374-75,1374/09/03,11/24/1995,1995,11,24,1277.71
1374,9,4,1374-75,1374/09/04,11/25/1995,1995,11,25,1277.69
1374,9,5,1374-75,1374/09/05,11/26/1995,1995,11,26,1277.69
1374,9,6,1374-75,1374/09/06,11/27/1995,1995,11,27,1277.69
1374,9,7,1374-75,1374/09/07,11/28/1995,1995,11,28,1277.69
1374,9,8,1374-75,1374/09/08,11/29/1995,1995,11,29,1277.69
1374,9,9,1374-75,1374/09/09,11/30/1995,1995,11,30,1277.69
1374,9,10,1374-75,1374/09/10,12/1/1995,1995,12,1,1277.69
1374,9,11,1374-75,1374/09/11,12/2/1995,1995,12,2,1277.69
1374,9,12,1374-75,1374/09/12,12/3/1995,1995,12,3,1277.69
1374,9,13,1374-75,1374/09/13,12/4/1995,1995,12,4,1277.69
1374,9,14,1374-75,1374/09/14,12/5/1995,1995,12,5,1277.69
1374,9,15,1374-75,1374/09/15,12/6/1995,1995,12,6,1277.69
1374,9,16,1374-75,1374/09/16,12/7/1995,1995,12,7,1277.68
1374,9,17,1374-75,1374/09/17,12/8/1995,1995,12,8,1277.68
1374,9,18,1374-75,1374/09/18,12/9/1995,1995,12,9,1277.68
1374,9,19,1374-75,1374/09/19,12/10/1995,1995,12,10,1277.68
1374,9,20,1374-75,1374/09/20,12/11/1995,1995,12,11,1277.67
1374,9,21,1374-75,1374/09/21,12/12/1995,1995,12,12,1277.67
1374,9,22,1374-75,1374/09/22,12/13/1995,1995,12,13,1277.67
1374,9,23,1374-75,1374/09/23,12/14/1995,1995,12,14,1277.67
1374,9,24,1374-75,1374/09/24,12/15/1995,1995,12,15,1277.67
1374,9,25,1374-75,1374/09/25,12/16/1995,1995,12,16,1277.67
1374,9,26,1374-75,1374/09/26,12/17/1995,1995,12,17,1277.67
1374,9,27,1374-75,1374/09/27,12/18/1995,1995,12,18,1277.67
1374,9,28,1374-75,1374/09/28,12/19/1995,1995,12,19,1277.67
1374,9,29,1374-75,1374/09/29,12/20/1995,1995,12,20,1277.67
1374,9,30,1374-75,1374/09/30,12/21/1995,1995,12,21,1277.67
1374,10,1,1374-75,1374/10/01,12/22/1995,1995,12,22,1277.7
1374,10,2,1374-75,1374/10/02,12/23/1995,1995,12,23,1277.7
1374,10,3,1374-75,1374/10/03,12/24/1995,1995,12,24,1277.7
1374,10,4,1374-75,1374/10/04,12/25/1995,1995,12,25,1277.7
1374,10,5,1374-75,1374/10/05,12/26/1995,1995,12,26,1277.7
1374,10,6,1374-75,1374/10/06,12/27/1995,1995,12,27,1277.7
1374,10,7,1374-75,1374/10/07,12/28/1995,1995,12,28,1277.69
1374,10,8,1374-75,1374/10/08,12/29/1995,1995,12,29,1277.69
1374,10,9,1374-75,1374/10/09,12/30/1995,1995,12,30,1277.69
1374,10,10,1374-75,1374/10/10,12/31/1995,1995,12,31,1277.7
1374,10,11,1374-75,1374/10/11,1/1/1996,1996,1,1,1277.7
1374,10,12,1374-75,1374/10/12,1/2/1996,1996,1,2,1277.7
1374,10,13,1374-75,1374/10/13,1/3/1996,1996,1,3,1277.7
1374,10,14,1374-75,1374/10/14,1/4/1996,1996,1,4,1277.71
1374,10,15,1374-75,1374/10/15,1/5/1996,1996,1,5,1277.71
1374,10,16,1374-75,1374/10/16,1/6/1996,1996,1,6,1277.71
1374,10,17,1374-75,1374/10/17,1/7/1996,1996,1,7,1277.71
1374,10,18,1374-75,1374/10/18,1/8/1996,1996,1,8,1277.71
1374,10,19,1374-75,1374/10/19,1/9/1996,1996,1,9,1277.72
1374,10,20,1374-75,1374/10/20,1/10/1996,1996,1,10,1277.72
1374,10,21,1374-75,1374/10/21,1/11/1996,1996,1,11,1277.72
1374,10,22,1374-75,1374/10/22,1/12/1996,1996,1,12,1277.73
1374,10,23,1374-75,1374/10/23,1/13/1996,1996,1,13,1277.73
1374,10,24,1374-75,1374/10/24,1/14/1996,1996,1,14,1277.73
1374,10,25,1374-75,1374/10/25,1/15/1996,1996,1,15,1277.73
1374,10,26,1374-75,1374/10/26,1/16/1996,1996,1,16,1277.73
1374,10,27,1374-75,1374/10/27,1/17/1996,1996,1,17,1277.73
1374,10,28,1374-75,1374/10/28,1/18/1996,1996,1,18,1277.73
1374,10,29,1374-75,1374/10/29,1/19/1996,1996,1,19,1277.73
1374,10,30,1374-75,1374/10/30,1/20/1996,1996,1,20,1277.73
1374,11,1,1374-75,1374/11/01,1/21/1996,1996,1,21,1277.73
1374,11,2,1374-75,1374/11/02,1/22/1996,1996,1,22,1277.73
1374,11,3,1374-75,1374/11/03,1/23/1996,1996,1,23,1277.73
1374,11,4,1374-75,1374/11/04,1/24/1996,1996,1,24,1277.73
1374,11,5,1374-75,1374/11/05,1/25/1996,1996,1,25,1277.73
1374,11,6,1374-75,1374/11/06,1/26/1996,1996,1,26,1277.73
1374,11,7,1374-75,1374/11/07,1/27/1996,1996,1,27,1277.73
1374,11,8,1374-75,1374/11/08,1/28/1996,1996,1,28,1277.73
1374,11,9,1374-75,1374/11/09,1/29/1996,1996,1,29,1277.74
1374,11,10,1374-75,1374/11/10,1/30/1996,1996,1,30,1277.74
1374,11,11,1374-75,1374/11/11,1/31/1996,1996,1,31,1277.74
1374,11,12,1374-75,1374/11/12,2/1/1996,1996,2,1,1277.74
1374,11,13,1374-75,1374/11/13,2/2/1996,1996,2,2,1277.75
1374,11,14,1374-75,1374/11/14,2/3/1996,1996,2,3,1277.75
1374,11,15,1374-75,1374/11/15,2/4/1996,1996,2,4,1277.75
1374,11,16,1374-75,1374/11/16,2/5/1996,1996,2,5,1277.75
1374,11,17,1374-75,1374/11/17,2/6/1996,1996,2,6,1277.76
1374,11,18,1374-75,1374/11/18,2/7/1996,1996,2,7,1277.76
1374,11,19,1374-75,1374/11/19,2/8/1996,1996,2,8,1277.77
1374,11,20,1374-75,1374/11/20,2/9/1996,1996,2,9,1277.77
1374,11,21,1374-75,1374/11/21,2/10/1996,1996,2,10,1277.77
1374,11,22,1374-75,1374/11/22,2/11/1996,1996,2,11,1277.78
1374,11,23,1374-75,1374/11/23,2/12/1996,1996,2,12,1277.78
1374,11,24,1374-75,1374/11/24,2/13/1996,1996,2,13,1277.78
1374,11,25,1374-75,1374/11/25,2/14/1996,1996,2,14,1277.78
1374,11,26,1374-75,1374/11/26,2/15/1996,1996,2,15,1277.78
1374,11,27,1374-75,1374/11/27,2/16/1996,1996,2,16,1277.78
1374,11,28,1374-75,1374/11/28,2/17/1996,1996,2,17,1277.79
1374,11,29,1374-75,1374/11/29,2/18/1996,1996,2,18,1277.79
1374,11,30,1374-75,1374/11/30,2/19/1996,1996,2,19,1277.79
1374,12,1,1374-75,1374/12/01,2/20/1996,1996,2,20,1277.79
1374,12,2,1374-75,1374/12/02,2/21/1996,1996,2,21,1277.79
1374,12,3,1374-75,1374/12/03,2/22/1996,1996,2,22,1277.8
1374,12,4,1374-75,1374/12/04,2/23/1996,1996,2,23,1277.8
1374,12,5,1374-75,1374/12/05,2/24/1996,1996,2,24,1277.8
1374,12,6,1374-75,1374/12/06,2/25/1996,1996,2,25,1277.81
1374,12,7,1374-75,1374/12/07,2/26/1996,1996,2,26,1277.81
1374,12,8,1374-75,1374/12/08,2/27/1996,1996,2,27,1277.81
1374,12,9,1374-75,1374/12/09,2/28/1996,1996,2,28,1277.81
1374,12,10,1374-75,1374/12/10,2/29/1996,1996,2,29,1277.81
1374,12,11,1374-75,1374/12/11,3/1/1996,1996,3,1,1277.82
1374,12,12,1374-75,1374/12/12,3/2/1996,1996,3,2,1277.82
1374,12,13,1374-75,1374/12/13,3/3/1996,1996,3,3,1277.82
1374,12,14,1374-75,1374/12/14,3/4/1996,1996,3,4,1277.82
1374,12,15,1374-75,1374/12/15,3/5/1996,1996,3,5,1277.83
1374,12,16,1374-75,1374/12/16,3/6/1996,1996,3,6,1277.83
1374,12,17,1374-75,1374/12/17,3/7/1996,1996,3,7,1277.83
1374,12,18,1374-75,1374/12/18,3/8/1996,1996,3,8,1277.83
1374,12,19,1374-75,1374/12/19,3/9/1996,1996,3,9,1277.83
1374,12,20,1374-75,1374/12/20,3/10/1996,1996,3,10,1277.83
1374,12,21,1374-75,1374/12/21,3/11/1996,1996,3,11,1277.83
1374,12,22,1374-75,1374/12/22,3/12/1996,1996,3,12,1277.84
1374,12,23,1374-75,1374/12/23,3/13/1996,1996,3,13,1277.84
1374,12,24,1374-75,1374/12/24,3/14/1996,1996,3,14,1277.84
1374,12,25,1374-75,1374/12/25,3/15/1996,1996,3,15,1277.84
1374,12,26,1374-75,1374/12/26,3/16/1996,1996,3,16,1277.84
1374,12,27,1374-75,1374/12/27,3/17/1996,1996,3,17,1277.85
1374,12,28,1374-75,1374/12/28,3/18/1996,1996,3,18,1277.85
1374,12,29,1374-75,1374/12/29,3/19/1996,1996,3,19,1277.85
1375,1,1,1374-75,1375/01/01,3/20/1996,1996,3,20,1277.85
1375,1,2,1374-75,1375/01/02,3/21/1996,1996,3,21,1277.85
1375,1,3,1374-75,1375/01/03,3/22/1996,1996,3,22,1277.85
1375,1,4,1374-75,1375/01/04,3/23/1996,1996,3,23,1277.85
1375,1,5,1374-75,1375/01/05,3/24/1996,1996,3,24,1277.85
1375,1,6,1374-75,1375/01/06,3/25/1996,1996,3,25,1277.85
1375,1,7,1374-75,1375/01/07,3/26/1996,1996,3,26,1277.85
1375,1,8,1374-75,1375/01/08,3/27/1996,1996,3,27,1277.86
1375,1,9,1374-75,1375/01/09,3/28/1996,1996,3,28,1277.86
1375,1,10,1374-75,1375/01/10,3/29/1996,1996,3,29,1277.87
1375,1,11,1374-75,1375/01/11,3/30/1996,1996,3,30,1277.88
1375,1,12,1374-75,1375/01/12,3/31/1996,1996,3,31,1277.88
1375,1,13,1374-75,1375/01/13,4/1/1996,1996,4,1,1277.89
1375,1,14,1374-75,1375/01/14,4/2/1996,1996,4,2,1277.89
1375,1,15,1374-75,1375/01/15,4/3/1996,1996,4,3,1277.9
1375,1,16,1374-75,1375/01/16,4/4/1996,1996,4,4,1277.9
1375,1,17,1374-75,1375/01/17,4/5/1996,1996,4,5,1277.91
1375,1,18,1374-75,1375/01/18,4/6/1996,1996,4,6,1277.91
1375,1,19,1374-75,1375/01/19,4/7/1996,1996,4,7,1277.91
1375,1,20,1374-75,1375/01/20,4/8/1996,1996,4,8,1277.92
1375,1,21,1374-75,1375/01/21,4/9/1996,1996,4,9,1277.93
1375,1,22,1374-75,1375/01/22,4/10/1996,1996,4,10,1277.94
1375,1,23,1374-75,1375/01/23,4/11/1996,1996,4,11,1277.95
1375,1,24,1374-75,1375/01/24,4/12/1996,1996,4,12,1277.96
1375,1,25,1374-75,1375/01/25,4/13/1996,1996,4,13,1277.97
1375,1,26,1374-75,1375/01/26,4/14/1996,1996,4,14,1277.98
1375,1,27,1374-75,1375/01/27,4/15/1996,1996,4,15,1277.99
1375,1,28,1374-75,1375/01/28,4/16/1996,1996,4,16,1278
1375,1,29,1374-75,1375/01/29,4/17/1996,1996,4,17,1278.01
1375,1,30,1374-75,1375/01/30,4/18/1996,1996,4,18,1278.02
1375,1,31,1374-75,1375/01/31,4/19/1996,1996,4,19,1278.03
1375,2,1,1374-75,1375/02/01,4/20/1996,1996,4,20,1278.04
1375,2,2,1374-75,1375/02/02,4/21/1996,1996,4,21,1278.04
1375,2,3,1374-75,1375/02/03,4/22/1996,1996,4,22,1278.05
1375,2,4,1374-75,1375/02/04,4/23/1996,1996,4,23,1278.05
1375,2,5,1374-75,1375/02/05,4/24/1996,1996,4,24,1278.06
1375,2,6,1374-75,1375/02/06,4/25/1996,1996,4,25,1278.07
1375,2,7,1374-75,1375/02/07,4/26/1996,1996,4,26,1278.08
1375,2,8,1374-75,1375/02/08,4/27/1996,1996,4,27,1278.11
1375,2,9,1374-75,1375/02/09,4/28/1996,1996,4,28,1278.13
1375,2,10,1374-75,1375/02/10,4/29/1996,1996,4,29,1278.14
1375,2,11,1374-75,1375/02/11,4/30/1996,1996,4,30,1278.14
1375,2,12,1374-75,1375/02/12,5/1/1996,1996,5,1,1278.15
1375,2,13,1374-75,1375/02/13,5/2/1996,1996,5,2,1278.16
1375,2,14,1374-75,1375/02/14,5/3/1996,1996,5,3,1278.16
1375,2,15,1374-75,1375/02/15,5/4/1996,1996,5,4,1278.17
1375,2,16,1374-75,1375/02/16,5/5/1996,1996,5,5,1278.17
1375,2,17,1374-75,1375/02/17,5/6/1996,1996,5,6,1278.18
1375,2,18,1374-75,1375/02/18,5/7/1996,1996,5,7,1278.18
1375,2,19,1374-75,1375/02/19,5/8/1996,1996,5,8,1278.19
1375,2,20,1374-75,1375/02/20,5/9/1996,1996,5,9,1278.19
1375,2,21,1374-75,1375/02/21,5/10/1996,1996,5,10,1278.2
1375,2,22,1374-75,1375/02/22,5/11/1996,1996,5,11,1278.2
1375,2,23,1374-75,1375/02/23,5/12/1996,1996,5,12,1278.21
1375,2,24,1374-75,1375/02/24,5/13/1996,1996,5,13,1278.21
1375,2,25,1374-75,1375/02/25,5/14/1996,1996,5,14,1278.22
1375,2,26,1374-75,1375/02/26,5/15/1996,1996,5,15,1278.23
1375,2,27,1374-75,1375/02/27,5/16/1996,1996,5,16,1278.24
1375,2,28,1374-75,1375/02/28,5/17/1996,1996,5,17,1278.25
1375,2,29,1374-75,1375/02/29,5/18/1996,1996,5,18,1278.26
1375,2,30,1374-75,1375/02/30,5/19/1996,1996,5,19,1278.27
1375,2,31,1374-75,1375/02/31,5/20/1996,1996,5,20,1278.28
1375,3,1,1374-75,1375/03/01,5/21/1996,1996,5,21,1278.27
1375,3,2,1374-75,1375/03/02,5/22/1996,1996,5,22,1278.27
1375,3,3,1374-75,1375/03/03,5/23/1996,1996,5,23,1278.27
1375,3,4,1374-75,1375/03/04,5/24/1996,1996,5,24,1278.27
1375,3,5,1374-75,1375/03/05,5/25/1996,1996,5,25,1278.27
1375,3,6,1374-75,1375/03/06,5/26/1996,1996,5,26,1278.27
1375,3,7,1374-75,1375/03/07,5/27/1996,1996,5,27,1278.27
1375,3,8,1374-75,1375/03/08,5/28/1996,1996,5,28,1278.27
1375,3,9,1374-75,1375/03/09,5/29/1996,1996,5,29,1278.27
1375,3,10,1374-75,1375/03/10,5/30/1996,1996,5,30,1278.26
1375,3,11,1374-75,1375/03/11,5/31/1996,1996,5,31,1278.24
1375,3,12,1374-75,1375/03/12,6/1/1996,1996,6,1,1278.24
1375,3,13,1374-75,1375/03/13,6/2/1996,1996,6,2,1278.24
1375,3,14,1374-75,1375/03/14,6/3/1996,1996,6,3,1278.24
1375,3,15,1374-75,1375/03/15,6/4/1996,1996,6,4,1278.24
1375,3,16,1374-75,1375/03/16,6/5/1996,1996,6,5,1278.28
1375,3,17,1374-75,1375/03/17,6/6/1996,1996,6,6,1278.28
1375,3,18,1374-75,1375/03/18,6/7/1996,1996,6,7,1278.28
1375,3,19,1374-75,1375/03/19,6/8/1996,1996,6,8,1278.28
1375,3,20,1374-75,1375/03/20,6/9/1996,1996,6,9,1278.25
1375,3,21,1374-75,1375/03/21,6/10/1996,1996,6,10,1278.23
1375,3,22,1374-75,1375/03/22,6/11/1996,1996,6,11,1278.21
1375,3,23,1374-75,1375/03/23,6/12/1996,1996,6,12,1278.19
1375,3,24,1374-75,1375/03/24,6/13/1996,1996,6,13,1278.17
1375,3,25,1374-75,1375/03/25,6/14/1996,1996,6,14,1278.17
1375,3,26,1374-75,1375/03/26,6/15/1996,1996,6,15,1278.16
1375,3,27,1374-75,1375/03/27,6/16/1996,1996,6,16,1278.15
1375,3,28,1374-75,1375/03/28,6/17/1996,1996,6,17,1278.15
1375,3,29,1374-75,1375/03/29,6/18/1996,1996,6,18,1278.15
1375,3,30,1374-75,1375/03/30,6/19/1996,1996,6,19,1278.14
1375,3,31,1374-75,1375/03/31,6/20/1996,1996,6,20,1278.14
1375,4,1,1374-75,1375/04/01,6/21/1996,1996,6,21,1278.13
1375,4,2,1374-75,1375/04/02,6/22/1996,1996,6,22,1278.13
1375,4,3,1374-75,1375/04/03,6/23/1996,1996,6,23,1278.12
1375,4,4,1374-75,1375/04/04,6/24/1996,1996,6,24,1278.12
1375,4,5,1374-75,1375/04/05,6/25/1996,1996,6,25,1278.11
1375,4,6,1374-75,1375/04/06,6/26/1996,1996,6,26,1278.11
1375,4,7,1374-75,1375/04/07,6/27/1996,1996,6,27,1278.09
1375,4,8,1374-75,1375/04/08,6/28/1996,1996,6,28,1278.09
1375,4,9,1374-75,1375/04/09,6/29/1996,1996,6,29,1278.09
1375,4,10,1374-75,1375/04/10,6/30/1996,1996,6,30,1278.08
1375,4,11,1374-75,1375/04/11,7/1/1996,1996,7,1,1278.08
1375,4,12,1374-75,1375/04/12,7/2/1996,1996,7,2,1278.07
1375,4,13,1374-75,1375/04/13,7/3/1996,1996,7,3,1278.07
1375,4,14,1374-75,1375/04/14,7/4/1996,1996,7,4,1278.05
1375,4,15,1374-75,1375/04/15,7/5/1996,1996,7,5,1278.06
1375,4,16,1374-75,1375/04/16,7/6/1996,1996,7,6,1278.06
1375,4,17,1374-75,1375/04/17,7/7/1996,1996,7,7,1278.05
1375,4,18,1374-75,1375/04/18,7/8/1996,1996,7,8,1278.05
1375,4,19,1374-75,1375/04/19,7/9/1996,1996,7,9,1278.04
1375,4,20,1374-75,1375/04/20,7/10/1996,1996,7,10,1278.03
1375,4,21,1374-75,1375/04/21,7/11/1996,1996,7,11,1278.03
1375,4,22,1374-75,1375/04/22,7/12/1996,1996,7,12,1278.02
1375,4,23,1374-75,1375/04/23,7/13/1996,1996,7,13,1278.01
1375,4,24,1374-75,1375/04/24,7/14/1996,1996,7,14,1278
1375,4,25,1374-75,1375/04/25,7/15/1996,1996,7,15,1277.99
1375,4,26,1374-75,1375/04/26,7/16/1996,1996,7,16,1277.98
1375,4,27,1374-75,1375/04/27,7/17/1996,1996,7,17,1277.97
1375,4,28,1374-75,1375/04/28,7/18/1996,1996,7,18,1277.96
1375,4,29,1374-75,1375/04/29,7/19/1996,1996,7,19,1277.96
1375,4,30,1374-75,1375/04/30,7/20/1996,1996,7,20,1277.95
1375,4,31,1374-75,1375/04/31,7/21/1996,1996,7,21,1277.95
1375,5,1,1374-75,1375/05/01,7/22/1996,1996,7,22,1277.94
1375,5,2,1374-75,1375/05/02,7/23/1996,1996,7,23,1277.94
1375,5,3,1374-75,1375/05/03,7/24/1996,1996,7,24,1277.94
1375,5,4,1374-75,1375/05/04,7/25/1996,1996,7,25,1277.93
1375,5,5,1374-75,1375/05/05,7/26/1996,1996,7,26,1277.93
1375,5,6,1374-75,1375/05/06,7/27/1996,1996,7,27,1277.93
1375,5,7,1374-75,1375/05/07,7/28/1996,1996,7,28,1277.92
1375,5,8,1374-75,1375/05/08,7/29/1996,1996,7,29,1277.92
1375,5,9,1374-75,1375/05/09,7/30/1996,1996,7,30,1277.91
1375,5,10,1374-75,1375/05/10,7/31/1996,1996,7,31,1277.9
1375,5,11,1374-75,1375/05/11,8/1/1996,1996,8,1,1277.89
1375,5,12,1374-75,1375/05/12,8/2/1996,1996,8,2,1277.88
1375,5,13,1374-75,1375/05/13,8/3/1996,1996,8,3,1277.87
1375,5,14,1374-75,1375/05/14,8/4/1996,1996,8,4,1277.86
1375,5,15,1374-75,1375/05/15,8/5/1996,1996,8,5,1277.85
1375,5,16,1374-75,1375/05/16,8/6/1996,1996,8,6,1277.85
1375,5,17,1374-75,1375/05/17,8/7/1996,1996,8,7,1277.84
1375,5,18,1374-75,1375/05/18,8/8/1996,1996,8,8,1277.84
1375,5,19,1374-75,1375/05/19,8/9/1996,1996,8,9,1277.83
1375,5,20,1374-75,1375/05/20,8/10/1996,1996,8,10,1277.83
1375,5,21,1374-75,1375/05/21,8/11/1996,1996,8,11,1277.82
1375,5,22,1374-75,1375/05/22,8/12/1996,1996,8,12,1277.81
1375,5,23,1374-75,1375/05/23,8/13/1996,1996,8,13,1277.79
1375,5,24,1374-75,1375/05/24,8/14/1996,1996,8,14,1277.79
1375,5,25,1374-75,1375/05/25,8/15/1996,1996,8,15,1277.78
1375,5,26,1374-75,1375/05/26,8/16/1996,1996,8,16,1277.78
1375,5,27,1374-75,1375/05/27,8/17/1996,1996,8,17,1277.77
1375,5,28,1374-75,1375/05/28,8/18/1996,1996,8,18,1277.77
1375,5,29,1374-75,1375/05/29,8/19/1996,1996,8,19,1277.76
1375,5,30,1374-75,1375/05/30,8/20/1996,1996,8,20,1277.75
1375,5,31,1374-75,1375/05/31,8/21/1996,1996,8,21,1277.75
1375,6,1,1374-75,1375/06/01,8/22/1996,1996,8,22,1277.75
1375,6,2,1374-75,1375/06/02,8/23/1996,1996,8,23,1277.74
1375,6,3,1374-75,1375/06/03,8/24/1996,1996,8,24,1277.74
1375,6,4,1374-75,1375/06/04,8/25/1996,1996,8,25,1277.73
1375,6,5,1374-75,1375/06/05,8/26/1996,1996,8,26,1277.72
1375,6,6,1374-75,1375/06/06,8/27/1996,1996,8,27,1277.72
1375,6,7,1374-75,1375/06/07,8/28/1996,1996,8,28,1277.71
1375,6,8,1374-75,1375/06/08,8/29/1996,1996,8,29,1277.71
1375,6,9,1374-75,1375/06/09,8/30/1996,1996,8,30,1277.7
1375,6,10,1374-75,1375/06/10,8/31/1996,1996,8,31,1277.69
1375,6,11,1374-75,1375/06/11,9/1/1996,1996,9,1,1277.69
1375,6,12,1374-75,1375/06/12,9/2/1996,1996,9,2,1277.68
1375,6,13,1374-75,1375/06/13,9/3/1996,1996,9,3,1277.67
1375,6,14,1374-75,1375/06/14,9/4/1996,1996,9,4,1277.67
1375,6,15,1374-75,1375/06/15,9/5/1996,1996,9,5,1277.66
1375,6,16,1374-75,1375/06/16,9/6/1996,1996,9,6,1277.66
1375,6,17,1374-75,1375/06/17,9/7/1996,1996,9,7,1277.65
1375,6,18,1374-75,1375/06/18,9/8/1996,1996,9,8,1277.65
1375,6,19,1374-75,1375/06/19,9/9/1996,1996,9,9,1277.64
1375,6,20,1374-75,1375/06/20,9/10/1996,1996,9,10,1277.63
1375,6,21,1374-75,1375/06/21,9/11/1996,1996,9,11,1277.63
